postcode,totalprops,last14,average,median,avgtom
SS0,164,49,£820 pcm,£750 pcm,126 days
SS1,100,28,£870 pcm,£750 pcm,145 days
SS2,59,13,£833 pcm,£775 pcm,118 days
SS3,28,7,"£1,004 pcm",£873 pcm,165 days
SS4,22,10,£892 pcm,£895 pcm,80 days
SS5,6,2,"£1,186 pcm","£1,225 pcm",24 days
SS6,37,12,"£1,118 pcm","£1,050 pcm",77 days
SS7,53,10,£950 pcm,£925 pcm,98 days
SS8,16,3,£918 pcm,£866 pcm,186 days
SS9,93,24,"£1,057 pcm",£975 pcm,114 days
ST1,102,20,£485 pcm,£451 pcm,146 days
ST2,24,11,£489 pcm,£495 pcm,56 days
ST3,43,10,£487 pcm,£475 pcm,173 days
ST4,233,41,£555 pcm,£451 pcm,135 days
ST5,204,35,£709 pcm,£576 pcm,164 days
ST6,113,18,£455 pcm,£425 pcm,135 days
ST7,42,7,£562 pcm,£550 pcm,108 days
ST8,14,1,£613 pcm,£538 pcm,200 days
ST9,5,0,"£1,706 pcm",£693 pcm,61 days
ST10,27,5,£530 pcm,£524 pcm,200 days
ST11,9,1,£689 pcm,£451 pcm,137 days
SW1,"2,385",281,"£5,858 pcm","£3,445 pcm",210 days
SW2,497,116,"£1,703 pcm","£1,560 pcm",166 days
SW3,"1,842",165,"£4,556 pcm","£3,250 pcm",237 days
SW4,490,138,"£2,258 pcm","£1,842 pcm",141 days
SW5,716,90,"£2,932 pcm","£2,232 pcm",183 days
SW6,"1,374",211,"£3,195 pcm","£2,383 pcm",157 days
SW7,"1,432",132,"£6,849 pcm","£3,900 pcm",247 days
SW8,852,133,"£2,569 pcm","£2,167 pcm",128 days
SW9,394,73,"£1,791 pcm","£1,625 pcm",177 days
SW10,996,90,"£4,340 pcm","£3,943 pcm",189 days
SW11,"1,085",222,"£2,594 pcm","£2,149 pcm",122 days
SY1,63,20,£614 pcm,£595 pcm,121 days
SY2,33,11,£586 pcm,£594 pcm,138 days
SY3,62,21,£635 pcm,£595 pcm,168 days
SY4,48,9,£616 pcm,£576 pcm,97 days
SY5,27,5,£804 pcm,£650 pcm,107 days
SY6,17,5,£878 pcm,£810 pcm,94 days
SY7,16,3,£644 pcm,£638 pcm,154 days
SY8,27,4,£628 pcm,£550 pcm,131 days
SY9,6,0,£820 pcm,£562 pcm,130 days
SY10,8,0,£702 pcm,£658 pcm,129 days
SY11,38,9,£521 pcm,£495 pcm,57 days
SY12,15,2,£645 pcm,£550 pcm,67 days
SY13,33,6,£612 pcm,£524 pcm,171 days
TA1,109,30,£594 pcm,£575 pcm,137 days
TA2,43,16,£628 pcm,£620 pcm,146 days
TA3,10,3,£985 pcm,"£1,096 pcm",116 days
TA4,39,9,£908 pcm,£776 pcm,172 days
TA5,13,3,£968 pcm,£895 pcm,103 days
TA6,60,15,£595 pcm,£597 pcm,81 days
TA7,10,0,"£1,746 pcm",£847 pcm,247 days
TA8,11,2,£725 pcm,£785 pcm,107 days
TA9,15,1,£718 pcm,£620 pcm,89 days
TA10,7,4,£656 pcm,£585 pcm,14 days
TA11,5,1,"£1,183 pcm",£693 pcm,60 days
TA12,11,2,£769 pcm,£675 pcm,159 days
TD1,30,4,£671 pcm,£487 pcm,194 days
TD2,0,0,-,-,-
TD3,0,0,-,-,-
TD4,1,0,£520 pcm,£520 pcm,333 days
TD5,14,3,£649 pcm,£495 pcm,122 days
TD6,9,0,£486 pcm,£450 pcm,241 days
TD7,19,5,£518 pcm,£475 pcm,100 days
TD8,6,2,£467 pcm,£340 pcm,177 days
TF1,129,32,£579 pcm,£576 pcm,121 days
TF2,78,16,£582 pcm,£576 pcm,136 days
TF3,73,19,£543 pcm,£524 pcm,92 days
TF4,43,8,£604 pcm,£559 pcm,148 days
TF5,3,1,£563 pcm,£563 pcm,292 days
TF6,3,0,"£1,383 pcm","£1,400 pcm",155 days
TF7,56,15,£541 pcm,£550 pcm,100 days
TN1,79,19,"£1,040 pcm",£949 pcm,154 days
TN2,74,13,"£1,281 pcm","£1,174 pcm",151 days
TN3,28,5,"£2,286 pcm","£1,925 pcm",228 days
TN4,71,11,"£1,353 pcm","£1,027 pcm",197 days
TN5,17,3,"£1,859 pcm","£1,751 pcm",234 days
TN6,21,4,"£1,105 pcm",£923 pcm,190 days
TN7,10,1,"£3,329 pcm","£2,598 pcm",159 days
TN8,29,6,"£1,531 pcm","£1,350 pcm",102 days
TN9,60,8,"£1,044 pcm",£997 pcm,142 days
TN10,13,1,"£1,454 pcm","£1,352 pcm",55 days
TN11,24,1,"£1,753 pcm","£1,573 pcm",151 days
TN12,45,10,"£1,472 pcm","£1,250 pcm",171 days
TN13,133,34,"£1,725 pcm","£1,352 pcm",93 days
TN14,45,11,"£2,198 pcm","£1,798 pcm",95 days
TN15,57,18,"£2,164 pcm","£1,750 pcm",97 days
TN16,34,4,"£1,493 pcm","£1,300 pcm",202 days
TN17,20,3,"£1,256 pcm",£973 pcm,142 days
TN18,10,0,"£1,733 pcm","£1,396 pcm",156 days
TN19,3,0,£949 pcm,£849 pcm,114 days
TN20,7,0,"£1,574 pcm","£1,820 pcm",159 days
TQ1,153,40,£667 pcm,£598 pcm,136 days
TQ2,128,23,£588 pcm,£576 pcm,164 days
TQ3,68,11,£716 pcm,£627 pcm,158 days
TQ4,63,11,£581 pcm,£550 pcm,186 days
TQ5,26,10,£750 pcm,£685 pcm,90 days
TQ6,29,2,£862 pcm,£750 pcm,151 days
TQ7,26,11,£715 pcm,£685 pcm,71 days
TR1,63,20,£741 pcm,£700 pcm,167 days
TR2,17,7,£774 pcm,£775 pcm,154 days
TR3,13,3,£972 pcm,£895 pcm,87 days
TR4,18,10,£962 pcm,£701 pcm,207 days
TR5,9,2,£841 pcm,£849 pcm,84 days
TR6,9,5,£879 pcm,£800 pcm,103 days
TR7,71,32,£715 pcm,£676 pcm,83 days
TR8,8,1,"£1,038 pcm",£963 pcm,95 days
TR9,6,1,£717 pcm,£722 pcm,101 days
TR10,32,8,"£1,018 pcm",£824 pcm,146 days
TR11,52,17,"£1,035 pcm",£936 pcm,149 days
TR12,11,4,£863 pcm,£823 pcm,204 days
TR13,27,6,£747 pcm,£750 pcm,130 days
TR14,30,7,£632 pcm,£676 pcm,84 days
TS1,253,18,£496 pcm,£386 pcm,204 days
TS2,11,2,£494 pcm,£550 pcm,80 days
TS3,60,6,£437 pcm,£440 pcm,204 days
TS4,50,7,£517 pcm,£477 pcm,196 days
TS5,107,11,£535 pcm,£500 pcm,153 days
TS6,44,4,£463 pcm,£463 pcm,120 days
TS7,34,5,£591 pcm,£550 pcm,110 days
TS8,29,6,£590 pcm,£550 pcm,107 days
TS9,34,4,£631 pcm,£625 pcm,126 days
TS10,81,9,£470 pcm,£450 pcm,115 days
TS11,15,1,£555 pcm,£550 pcm,226 days
TS12,46,10,£431 pcm,£398 pcm,213 days
TS13,32,2,£399 pcm,£395 pcm,206 days
TS14,48,7,£562 pcm,£524 pcm,109 days
TS15,42,6,£687 pcm,£625 pcm,185 days
TW1,299,47,"£2,088 pcm","£1,550 pcm",145 days
TW2,115,21,"£1,766 pcm","£1,495 pcm",113 days
TW3,343,97,"£1,273 pcm","£1,226 pcm",105 days
TW4,117,24,"£1,170 pcm","£1,200 pcm",170 days
TW5,142,26,"£1,182 pcm","£1,200 pcm",160 days
TW6,0,0,-,-,-
TW7,310,64,"£1,383 pcm","£1,274 pcm",99 days
TW8,306,47,"£1,901 pcm","£1,651 pcm",156 days
TW9,295,38,"£2,622 pcm","£2,100 pcm",163 days
TW10,228,29,"£2,905 pcm","£2,200 pcm",193 days
UB1,117,19,"£1,392 pcm","£1,352 pcm",119 days
UB2,129,33,"£1,406 pcm","£1,352 pcm",101 days
UB3,316,82,"£1,190 pcm","£1,200 pcm",147 days
UB4,147,21,"£1,248 pcm","£1,248 pcm",108 days
UB5,126,28,"£1,322 pcm","£1,300 pcm",101 days
UB6,191,34,"£1,307 pcm","£1,300 pcm",144 days
W1,"3,441",337,"£5,431 pcm","£3,445 pcm",229 days
W2,"2,690",370,"£3,444 pcm","£2,817 pcm",181 days
W3,998,110,"£1,793 pcm","£1,597 pcm",212 days
W4,710,116,"£2,516 pcm","£1,907 pcm",200 days
W5,"1,121",158,"£2,020 pcm","£1,699 pcm",180 days
W6,961,127,"£2,634 pcm","£2,427 pcm",161 days
W7,105,29,"£1,513 pcm","£1,400 pcm",144 days
WA1,64,10,£536 pcm,£530 pcm,176 days
WA2,72,10,£610 pcm,£607 pcm,177 days
WA3,54,16,£590 pcm,£550 pcm,147 days
WA4,115,26,£821 pcm,£625 pcm,163 days
WA5,85,14,£652 pcm,£650 pcm,165 days
WA6,22,4,£713 pcm,£693 pcm,217 days
WA7,96,20,£534 pcm,£495 pcm,135 days
WA8,153,25,£600 pcm,£500 pcm,150 days
WA9,114,17,£499 pcm,£451 pcm,138 days
WC1,675,106,"£2,449 pcm","£2,167 pcm",194 days
WD3,95,21,"£1,831 pcm","£1,250 pcm",129 days
WD4,37,10,"£1,546 pcm","£1,250 pcm",138 days
WD5,22,5,"£1,347 pcm","£1,226 pcm",88 days
WD6,80,11,"£1,616 pcm","£1,248 pcm",134 days
WD7,34,6,"£3,394 pcm","£2,572 pcm",106 days
WD17,163,32,"£1,185 pcm",£975 pcm,141 days
WF1,126,23,£576 pcm,£498 pcm,170 days
WF2,46,10,£547 pcm,£495 pcm,159 days
WF3,36,15,£623 pcm,£550 pcm,128 days
WF4,42,12,£570 pcm,£550 pcm,114 days
WF5,22,3,£549 pcm,£476 pcm,216 days
WF6,23,2,£551 pcm,£550 pcm,183 days
WF7,35,8,£581 pcm,£524 pcm,149 days
WF8,61,9,£529 pcm,£477 pcm,133 days
WF9,74,14,£533 pcm,£468 pcm,114 days
WN1,71,13,£473 pcm,£451 pcm,145 days
WN2,87,20,£476 pcm,£451 pcm,105 days
WN3,34,8,£514 pcm,£495 pcm,134 days
WN4,31,7,£502 pcm,£498 pcm,167 days
WR1,61,16,£607 pcm,£576 pcm,154 days
WR2,51,12,£754 pcm,£485 pcm,167 days
WR3,23,5,£794 pcm,£650 pcm,116 days
WR4,26,8,£615 pcm,£624 pcm,109 days
WR5,50,17,£694 pcm,£676 pcm,93 days
WR6,6,0,£711 pcm,£723 pcm,347 days
WR7,3,0,"£1,132 pcm",£802 pcm,68 days
WR8,11,2,£864 pcm,£559 pcm,24 days
WS1,86,13,£500 pcm,£451 pcm,177 days
WS2,94,18,£484 pcm,£492 pcm,101 days
WS3,53,12,£523 pcm,£494 pcm,113 days
WS4,19,4,£566 pcm,£546 pcm,115 days
WS5,19,5,£753 pcm,£700 pcm,175 days
WS6,13,4,£566 pcm,£550 pcm,52 days
WS7,17,5,£649 pcm,£675 pcm,138 days
WS8,12,5,£626 pcm,£637 pcm,125 days
WV1,86,8,£544 pcm,£477 pcm,173 days
WV2,48,7,£520 pcm,£512 pcm,272 days
WV3,125,16,£518 pcm,£485 pcm,159 days
WV4,70,12,£714 pcm,£598 pcm,275 days
WV5,21,6,"£1,031 pcm",£650 pcm,95 days
WV6,136,21,£600 pcm,£511 pcm,165 days
WV7,4,0,£875 pcm,£651 pcm,256 days
WV8,18,1,£758 pcm,£690 pcm,190 days
WV9,18,6,£504 pcm,£429 pcm,183 days
YO1,43,17,£893 pcm,£849 pcm,86 days
YO7,42,14,£629 pcm,£576 pcm,187 days
YO8,80,14,£577 pcm,£550 pcm,148 days
YO10,57,12,£876 pcm,£802 pcm,135 days
YO11,65,14,£593 pcm,£498 pcm,130 days
YO12,62,10,£575 pcm,£525 pcm,121 days
YO13,3,1,£658 pcm,£700 pcm,209 days
YO14,14,5,£614 pcm,£563 pcm,150 days
YO15,30,9,£380 pcm,£360 pcm,92 days
YO16,21,8,£491 pcm,£450 pcm,35 days
YO17,33,10,£562 pcm,£550 pcm,111 days
YO18,16,4,£610 pcm,£526 pcm,126 days
YO19,20,4,"£1,311 pcm",£985 pcm,80 days
YO21,16,3,£541 pcm,£497 pcm,137 days
YO22,5,0,£769 pcm,£675 pcm,41 days
YO23,47,13,"£1,000 pcm",£897 pcm,166 days
ZE1,0,0,-,-,-
ZE2,0,0,-,-,-
BL1,173,29,£608 pcm,£494 pcm,170 days
NG11,40,12,£799 pcm,£663 pcm,169 days
SA37,1,0,£750 pcm,£750 pcm,236 days
